User,Month,Expense,Income,Savings,SavingsRate,OverspendingIndex,RiskScore
137,2021-10,228.75,0.0,-228.75,-228.75,228.75,160.525
137,2023-01,249.36,0.0,-249.36,-249.36,249.36,174.952
137,2024-03,97.26,0.0,-97.26,-97.26,97.26,68.482
138,2024-03,397.55,0.0,-397.55,-397.55,397.55,278.685
139,2020-10,686.35,0.0,-686.35,-686.35,686.35,480.845
139,2022-10,227.36,0.0,-227.36,-227.36,227.36,159.55200000000002
140,2022-04,830.66,0.0,-830.66,-830.66,830.66,581.862
140,2024-01,0.0,2372.0,2372.0,1.0,0.0,0.0
140,2024-05,647.42,0.0,-647.42,-647.42,647.42,453.59399999999994
141,2024-12,466.42,0.0,-466.42,-466.42,466.42,326.894
142,2021-08,663.83,0.0,-663.83,-663.83,663.83,465.081
142,2022-01,1732.39,0.0,-1732.39,-1732.39,1732.39,1213.073
142,2023-10,545.48,0.0,-545.48,-545.48,545.48,382.236
143,2021-12,1741.03,0.0,-1741.03,-1741.03,1741.03,1219.121
143,2023-01,1800.38,0.0,-1800.38,-1800.38,1800.38,1260.6660000000002
144,2022-07,1119.0,0.0,-1119.0,-1119.0,1119.0,783.7
144,2022-10,492.49,0.0,-492.49,-492.49,492.49,345.14300000000003
144,2023-10,0.0,2313.0,2313.0,1.0,0.0,0.0
144,2024-02,101.1,0.0,-101.1,-101.1,101.1,71.17
144,2024-05,0.0,2329.0,2329.0,1.0,0.0,0.0
144,2024-10,0.0,3467.0,3467.0,1.0,0.0,0.0
145,2022-05,582.7,0.0,-582.7,-582.7,582.7,408.29
145,2022-12,0.0,2694.0,2694.0,1.0,0.0,0.0
145,2024-11,1928.07,0.0,-1928.07,-1928.07,1928.07,1350.049
146,2020-11,1594.49,0.0,-1594.49,-1594.49,1594.49,1116.5430000000001
146,2022-03,703.17,0.0,-703.17,-703.17,703.17,492.619
147,2021-12,1933.71,0.0,-1933.71,-1933.71,1933.71,1353.9969999999998
147,2022-01,0.0,1857.0,1857.0,1.0,0.0,0.0
147,2022-11,0.0,4888.0,4888.0,1.0,0.0,0.0
147,2023-03,456.79,0.0,-456.79,-456.79,456.79,320.153
147,2024-08,1234.23,0.0,-1234.23,-1234.23,1234.23,864.3610000000001
147,2024-10,1546.57,0.0,-1546.57,-1546.57,1546.57,1082.999
148,2022-02,1540.25,0.0,-1540.25,-1540.25,1540.25,1078.575
148,2022-04,982.51,0.0,-982.51,-982.51,982.51,688.1569999999999
148,2022-07,1475.87,0.0,-1475.87,-1475.87,1475.87,1033.509
148,2022-12,1836.92,0.0,-1836.92,-1836.92,1836.92,1286.2440000000001
150,2020-09,1858.91,0.0,-1858.91,-1858.91,1858.91,1301.6370000000002
150,2023-04,1900.64,0.0,-1900.64,-1900.64,1900.64,1330.848
151,2021-08,189.7,0.0,-189.7,-189.7,189.7,133.19
151,2021-11,1843.86,0.0,-1843.86,-1843.86,1843.86,1291.1019999999999
151,2022-05,1573.75,0.0,-1573.75,-1573.75,1573.75,1102.025
151,2023-04,1411.96,0.0,-1411.96,-1411.96,1411.96,988.7720000000002
152,2020-04,314.15,0.0,-314.15,-314.15,314.15,220.305
152,2021-09,684.68,0.0,-684.68,-684.68,684.68,479.67599999999993
152,2022-01,1858.46,0.0,-1858.46,-1858.46,1858.46,1301.3220000000001
152,2022-04,204.39,0.0,-204.39,-204.39,204.39,143.473
152,2023-10,233.91,0.0,-233.91,-233.91,233.91,164.137
152,2024-01,566.46,0.0,-566.46,-566.46,566.46,396.922
153,2022-02,0.0,2920.0,2920.0,1.0,0.0,0.0
153,2023-10,1575.24,0.0,-1575.24,-1575.24,1575.24,1103.0680000000002
153,2023-11,594.63,0.0,-594.63,-594.63,594.63,416.64099999999996
154,2020-01,1848.58,0.0,-1848.58,-1848.58,1848.58,1294.406
154,2024-04,1311.28,0.0,-1311.28,-1311.28,1311.28,918.296
155,2021-07,0.0,1676.0,1676.0,1.0,0.0,0.0
155,2023-08,824.47,0.0,-824.47,-824.47,824.47,577.529
157,2020-06,883.92,0.0,-883.92,-883.92,883.92,619.144
158,2020-12,265.5,0.0,-265.5,-265.5,265.5,186.25
158,2022-10,1259.35,0.0,-1259.35,-1259.35,1259.35,881.9449999999999
158,2023-12,744.15,0.0,-744.15,-744.15,744.15,521.305
158,2024-09,0.0,880.0,880.0,1.0,0.0,0.0
159,2022-05,822.44,0.0,-822.44,-822.44,822.44,576.1080000000001
160,2021-07,1725.6,0.0,-1725.6,-1725.6,1725.6,1208.32
160,2021-10,866.91,0.0,-866.91,-866.91,866.91,607.237
160,2022-04,1420.39,0.0,-1420.39,-1420.39,1420.39,994.673
160,2022-06,1171.57,0.0,-1171.57,-1171.57,1171.57,820.499
160,2022-07,1239.49,0.0,-1239.49,-1239.49,1239.49,868.043
160,2023-04,964.57,0.0,-964.57,-964.57,964.57,675.599
160,2024-08,1671.53,0.0,-1671.53,-1671.53,1671.53,1170.471
161,2020-10,0.0,3402.0,3402.0,1.0,0.0,0.0
161,2022-04,2317.11,0.0,-2317.11,-2317.11,2317.11,1622.3770000000002
161,2022-11,380.91,0.0,-380.91,-380.91,380.91,267.03700000000003
161,2023-07,1826.23,0.0,-1826.23,-1826.23,1826.23,1278.761
161,2023-10,184.38,0.0,-184.38,-184.38,184.38,129.466
161,2024-01,1881.47,0.0,-1881.47,-1881.47,1881.47,1317.429
161,2024-04,0.0,4486.0,4486.0,1.0,0.0,0.0
162,2020-11,147.22,0.0,-147.22,-147.22,147.22,103.45400000000001
162,2021-05,1610.42,0.0,-1610.42,-1610.42,1610.42,1127.694
163,2020-12,1731.87,0.0,-1731.87,-1731.87,1731.87,1212.7089999999998
163,2021-01,101.52,0.0,-101.52,-101.52,101.52,71.464
163,2022-07,0.0,4727.0,4727.0,1.0,0.0,0.0
163,2024-02,400.17,0.0,-400.17,-400.17,400.17,280.519
164,2020-05,1714.9,0.0,-1714.9,-1714.9,1714.9,1200.8300000000002
164,2022-03,0.0,1609.0,1609.0,1.0,0.0,0.0
164,2022-12,1655.71,0.0,-1655.71,-1655.71,1655.71,1159.397
165,2021-11,144.68,0.0,-144.68,-144.68,144.68,101.67600000000002
166,2022-04,671.11,0.0,-671.11,-671.11,671.11,470.177
167,2020-12,1764.02,0.0,-1764.02,-1764.02,1764.02,1235.214
168,2022-05,1985.77,0.0,-1985.77,-1985.77,1985.77,1390.439
168,2023-11,1505.35,0.0,-1505.35,-1505.35,1505.35,1054.145
168,2024-02,429.04,0.0,-429.04,-429.04,429.04,300.728
169,2022-10,471.39,0.0,-471.39,-471.39,471.39,330.37300000000005
170,2020-06,146.36,0.0,-146.36,-146.36,146.36,102.852
170,2021-12,797.58,0.0,-797.58,-797.58,797.58,558.706
170,2023-06,411.82,0.0,-411.82,-411.82,411.82,288.674
170,2023-08,1458.39,0.0,-1458.39,-1458.39,1458.39,1021.2730000000001
171,2021-02,267.08,0.0,-267.08,-267.08,267.08,187.356
171,2024-09,905.21,0.0,-905.21,-905.21,905.21,634.047
172,2020-03,0.0,2394.0,2394.0,1.0,0.0,0.0
172,2021-06,1489.18,0.0,-1489.18,-1489.18,1489.18,1042.826
172,2021-11,1242.9,0.0,-1242.9,-1242.9,1242.9,870.4300000000001
172,2022-03,1191.51,0.0,-1191.51,-1191.51,1191.51,834.457
172,2023-09,661.33,0.0,-661.33,-661.33,661.33,463.331
173,2023-07,363.39,0.0,-363.39,-363.39,363.39,254.773
174,2023-05,1921.51,0.0,-1921.51,-1921.51,1921.51,1345.4569999999999
175,2020-02,97.73,0.0,-97.73,-97.73,97.73,68.811
175,2020-04,0.0,3210.0,3210.0,1.0,0.0,0.0
175,2021-05,1328.91,0.0,-1328.91,-1328.91,1328.91,930.6370000000001
175,2023-02,0.0,4981.0,4981.0,1.0,0.0,0.0
176,2022-04,279.82,0.0,-279.82,-279.82,279.82,196.274
176,2023-05,0.0,2078.0,2078.0,1.0,0.0,0.0
176,2024-12,1325.61,0.0,-1325.61,-1325.61,1325.61,928.327
178,2022-03,103.3,0.0,-103.3,-103.3,103.3,72.71
178,2024-02,1610.13,0.0,-1610.13,-1610.13,1610.13,1127.491
179,2021-03,317.91,0.0,-317.91,-317.91,317.91,222.937
179,2024-05,276.42,0.0,-276.42,-276.42,276.42,193.894
179,2024-08,438.78,0.0,-438.78,-438.78,438.78,307.546
180,2020-02,1475.58,0.0,-1475.58,-1475.58,1475.58,1033.306
180,2021-11,662.56,0.0,-662.56,-662.56,662.56,464.19199999999995
180,2023-08,0.0,2942.0,2942.0,1.0,0.0,0.0
180,2024-03,883.55,0.0,-883.55,-883.55,883.55,618.885
181,2023-08,932.06,0.0,-932.06,-932.06,932.06,652.842
182,2022-05,113.06,0.0,-113.06,-113.06,113.06,79.542
183,2022-09,1445.59,0.0,-1445.59,-1445.59,1445.59,1012.3129999999999
183,2024-07,1932.01,0.0,-1932.01,-1932.01,1932.01,1352.807
184,2021-10,259.09,0.0,-259.09,-259.09,259.09,181.76299999999998
184,2022-01,1412.75,0.0,-1412.75,-1412.75,1412.75,989.325
185,2021-03,0.0,820.0,820.0,1.0,0.0,0.0
185,2022-02,1255.73,0.0,-1255.73,-1255.73,1255.73,879.4110000000001
185,2024-02,759.55,0.0,-759.55,-759.55,759.55,532.0849999999999
186,2021-01,437.0,0.0,-437.0,-437.0,437.0,306.3
186,2023-11,1453.12,0.0,-1453.12,-1453.12,1453.12,1017.5840000000001
186,2024-09,486.12,0.0,-486.12,-486.12,486.12,340.68399999999997
187,2021-02,0.0,2530.0,2530.0,1.0,0.0,0.0
187,2021-07,816.01,0.0,-816.01,-816.01,816.01,571.607
187,2022-01,1779.63,0.0,-1779.63,-1779.63,1779.63,1246.141
187,2022-05,1838.35,0.0,-1838.35,-1838.35,1838.35,1287.245
187,2022-07,359.23,0.0,-359.23,-359.23,359.23,251.86100000000002
188,2020-01,856.03,2420.0,1563.97,0.6462685950413223,0.35373140495867766,0.24761198347107438
188,2020-06,493.56,0.0,-493.56,-493.56,493.56,345.892
188,2020-07,0.0,3807.0,3807.0,1.0,0.0,0.0
188,2023-04,0.0,4577.0,4577.0,1.0,0.0,0.0
188,2023-12,191.51,0.0,-191.51,-191.51,191.51,134.457
189,2020-05,1222.17,0.0,-1222.17,-1222.17,1222.17,855.9190000000001
189,2022-08,0.0,3211.0,3211.0,1.0,0.0,0.0
189,2024-07,802.82,0.0,-802.82,-802.82,802.82,562.374
189,2024-09,431.36,0.0,-431.36,-431.36,431.36,302.352
190,2020-01,813.02,0.0,-813.02,-813.02,813.02,569.514
190,2020-05,1277.86,0.0,-1277.86,-1277.86,1277.86,894.9019999999999
190,2020-08,560.23,0.0,-560.23,-560.23,560.23,392.56100000000004
190,2020-12,1318.17,0.0,-1318.17,-1318.17,1318.17,923.119
190,2021-04,475.67,0.0,-475.67,-475.67,475.67,333.369
190,2021-09,1635.61,0.0,-1635.61,-1635.61,1635.61,1145.327
190,2021-11,577.28,0.0,-577.28,-577.28,577.28,404.496
190,2023-12,452.28,0.0,-452.28,-452.28,452.28,316.996
190,2024-07,0.0,2384.0,2384.0,1.0,0.0,0.0
191,2020-08,212.78,0.0,-212.78,-212.78,212.78,149.346
191,2023-01,1978.91,0.0,-1978.91,-1978.91,1978.91,1385.6370000000002
191,2023-04,692.9,0.0,-692.9,-692.9,692.9,485.42999999999995
191,2024-10,396.71,0.0,-396.71,-396.71,396.71,278.097
192,2020-05,1449.47,0.0,-1449.47,-1449.47,1449.47,1015.029
192,2023-07,366.9,0.0,-366.9,-366.9,366.9,257.23
192,2023-10,635.86,0.0,-635.86,-635.86,635.86,445.50200000000007
192,2024-09,330.3,0.0,-330.3,-330.3,330.3,231.61
193,2021-02,130.49,0.0,-130.49,-130.49,130.49,91.743
194,2022-05,0.0,685.0,685.0,1.0,0.0,0.0
194,2023-05,1218.56,0.0,-1218.56,-1218.56,1218.56,853.392
195,2022-01,1869.82,0.0,-1869.82,-1869.82,1869.82,1309.274
195,2022-10,1103.96,0.0,-1103.96,-1103.96,1103.96,773.172
195,2024-03,1627.16,0.0,-1627.16,-1627.16,1627.16,1139.4120000000003
196,2023-11,1449.89,0.0,-1449.89,-1449.89,1449.89,1015.3230000000001
197,2022-04,145.26,0.0,-145.26,-145.26,145.26,102.082
197,2023-11,0.0,1190.0,1190.0,1.0,0.0,0.0
197,2024-09,0.0,2232.0,2232.0,1.0,0.0,0.0
198,2021-06,134.99,0.0,-134.99,-134.99,134.99,94.893
198,2022-05,743.03,0.0,-743.03,-743.03,743.03,520.521
198,2022-10,1866.72,0.0,-1866.72,-1866.72,1866.72,1307.104
199,2020-02,1787.12,0.0,-1787.12,-1787.12,1787.12,1251.384
199,2022-03,1740.54,0.0,-1740.54,-1740.54,1740.54,1218.7779999999998
200,2020-07,0.0,2069.0,2069.0,1.0,0.0,0.0
200,2021-07,1197.51,0.0,-1197.51,-1197.51,1197.51,838.6569999999999
200,2022-02,1191.67,0.0,-1191.67,-1191.67,1191.67,834.5690000000001
